Disaster Type,Magnitude,Magnitude Scale,Minimum Temperature,Maximum Temperature,Dew Point,Temperature,Wind Speed Min,Wind Speed Max,Wind Speed Mean,Wind Direction,Relative Humidity Min,Relative Humidity Max,Relative Humidity Mean,Weather Type,Precipitation,Cloud Cover,Sea Level Pressure,Precipitation Cover
Flood,930.0,Km2,69.9,76.8,67.5,72.7,2.2,17.2,8.7,92.3,73.47,94.06,83.78,"Mist, Rain, Light Rain",0.44,97.0,1008.9,8.7
Flood,930.0,Km2,69.9,76.4,69.4,72.7,7.3,26.4,16.6,83.87,86.23,94.06,89.37,"Mist, Rain, Light Rain",4.57,96.4,1004.4,8.7
Flood,930.0,Km2,68.1,74.8,68.0,71.9,2.2,19.5,10.5,110.13,82.94,93.98,87.73,"Mist, Rain, Light Rain",1.8,98.4,1003.2,8.7
Flood,930.0,Km2,68.1,77.3,65.0,71.8,1.7,9.7,6.1,271.75,63.76,93.98,79.49,"Mist, Rain, Light Rain",0.23,77.7,1005.9,8.33
Flood,103600.0,Km2,77.3,85.4,78.3,81.2,0.0,8.1,3.0,78.0,83.93,97.07,91.15,"Light Rain, Smoke Or Haze",0.76,91.3,999.3,37.5
Flood,103600.0,Km2,80.0,89.9,78.5,86.0,0.0,5.8,3.0,170.0,68.6,90.51,78.9,"Thunderstorm, Light Rain, Smoke Or Haze",0.08,84.3,997.2,14.29
Flood,103600.0,Km2,78.9,87.9,78.5,83.3,0.0,5.8,3.2,63.33,70.91,94.8,85.99,"Lightning Without Thunder, Thunderstorm, Rain, Light Rain, Smoke Or Haze",1.81,91.3,997.8,50.0
Flood,103600.0,Km2,79.4,95.1,77.5,88.5,0.0,8.1,4.0,70.0,53.35,91.05,71.6,"Lightning Without Thunder, Smoke Or Haze",0.0,77.5,998.5,0.0
Flood,103600.0,Km2,78.9,84.5,77.8,81.9,0.0,8.1,3.9,121.67,79.07,92.07,87.71,"Lightning Without Thunder, Light Rain, Smoke Or Haze",0.75,86.3,1001.5,50.0
Flood,103600.0,Km2,79.1,87.9,78.1,82.5,0.0,6.9,3.2,186.0,71.76,95.37,87.32,"Thunderstorm, Light Rain, Smoke Or Haze",1.1,91.3,1001.1,37.5
Flood,103600.0,Km2,78.5,86.1,77.6,81.3,0.0,5.8,3.1,157.5,73.75,95.93,88.92,"Light Drizzle, Light Rain, Smoke Or Haze",1.06,93.3,1000.4,50.0
Flood,103600.0,Km2,79.4,85.4,77.7,82.1,0.0,6.9,4.2,78.0,76.83,93.7,86.96,"Light Rain, Smoke Or Haze",0.71,94.3,1000.7,28.57
Flood,103600.0,Km2,78.5,84.5,77.2,80.5,0.0,5.8,3.6,126.67,83.8,94.8,89.86,"Light Rain, Smoke Or Haze",0.04,95.7,1000.8,14.29
Flood,103600.0,Km2,77.1,83.9,75.9,80.8,0.0,8.1,5.6,110.0,77.63,95.9,85.32,"Rain, Light Rain, Smoke Or Haze",0.28,92.9,1001.8,28.57
Flood,103600.0,Km2,76.4,78.9,75.4,77.0,2.2,5.8,4.2,62.5,93.63,96.47,95.05,"Rain, Light Rain, Smoke Or Haze",1.73,100.0,1004.6,37.5
Flood,103600.0,Km2,75.5,78.2,75.4,76.8,0.0,4.7,2.3,86.0,94.22,97.06,95.47,"Rain, Light Rain",1.06,100.0,1006.3,75.0
Flood,103600.0,Km2,75.3,79.4,75.9,77.3,0.0,4.7,1.6,173.33,93.12,98.21,95.35,"Rain, Light Rain, Smoke Or Haze",0.98,100.0,1005.6,62.5
Flood,103600.0,Km2,75.3,77.1,75.0,76.3,0.0,3.4,2.1,115.0,94.18,97.04,95.9,"Rain, Light Rain, Smoke Or Haze",1.1,100.0,1006.2,50.0
Flood,103600.0,Km2,73.7,77.1,74.3,75.5,0.0,5.8,1.7,70.0,94.13,98.21,95.96,"Rain, Light Rain",3.19,100.0,1006.6,62.5
Flood,103600.0,Km2,75.3,77.3,75.2,76.2,0.0,5.8,1.5,100.0,95.87,97.64,96.66,Light Rain,1.93,100.0,1005.1,66.67
Flood,103600.0,Km2,74.6,78.9,74.6,76.3,0.0,6.9,2.3,90.0,91.4,98.22,94.71,"Light Rain, Smoke Or Haze",0.67,100.0,1004.8,37.5
Flood,103600.0,Km2,74.6,81.2,75.4,78.2,0.0,6.9,3.6,91.67,84.72,96.44,91.06,"Light Drizzle, Light Rain, Smoke Or Haze",0.39,97.1,1005.2,42.86
Flood,103600.0,Km2,75.3,81.8,75.2,78.2,3.4,6.9,4.1,90.0,82.26,94.72,90.65,"Light Rain, Smoke Or Haze",0.59,98.8,1006.3,25.0
Flood,103600.0,Km2,75.5,78.9,75.7,77.2,0.0,6.9,4.1,85.0,93.11,97.04,95.19,"Light Rain, Smoke Or Haze",1.26,100.0,1004.6,57.14
Flood,103600.0,Km2,74.9,80.3,75.1,77.7,0.0,5.8,3.3,104.0,85.18,97.06,92.12,"Light Rain, Smoke Or Haze",0.17,92.9,1003.8,28.57
Flood,103600.0,Km2,75.8,88.4,76.1,82.6,0.0,6.9,2.3,327.5,66.45,95.31,81.7,"Lightning Without Thunder, Smoke Or Haze",0.0,65.0,1003.2,0.0
Flood,103600.0,Km2,79.1,91.1,77.8,85.4,0.0,4.7,3.0,214.0,68.75,92.57,78.91,Smoke Or Haze,0.0,61.4,1002.3,0.0
Flood,103600.0,Km2,80.3,92.6,78.3,86.9,0.0,3.4,1.0,195.0,61.22,90.43,76.38,Smoke Or Haze,0.0,58.6,999.0,0.0
Flood,103600.0,Km2,81.2,95.3,79.4,89.2,0.0,6.9,3.2,170.0,65.76,86.26,73.24,"Lightning Without Thunder, Smoke Or Haze",0.0,60.0,998.5,0.0
Flood,103600.0,Km2,83.6,96.9,76.2,90.7,0.0,6.9,4.8,172.86,47.53,77.75,63.73,Smoke Or Haze,0.0,58.8,1000.2,0.0
Flood,103600.0,Km2,82.1,91.5,77.7,87.1,0.0,4.7,1.4,153.33,62.73,85.43,74.18,Smoke Or Haze,0.0,78.8,1001.1,0.0
Flood,103600.0,Km2,78.2,86.6,77.3,83.7,0.0,4.7,1.8,242.5,71.63,88.97,81.57,"Light Rain, Smoke Or Haze",0.03,76.3,1001.0,25.0
Flood,103600.0,Km2,80.7,93.3,77.2,87.9,0.0,6.9,3.1,158.0,59.68,90.44,71.92,Smoke Or Haze,0.0,67.1,998.9,0.0
Flood,103600.0,Km2,83.6,96.5,78.4,90.0,0.0,5.8,3.3,274.0,57.38,86.38,69.81,"Lightning Without Thunder, Smoke Or Haze",0.0,71.4,996.9,0.0
Flood,103600.0,Km2,82.1,90.2,78.7,86.6,0.0,6.9,3.6,37.5,70.72,86.42,77.68,Smoke Or Haze,0.0,90.0,997.8,0.0
Flood,103600.0,Km2,80.7,87.2,78.1,83.3,0.0,6.9,3.1,105.0,76.98,92.07,84.55,"Light Rain, Smoke Or Haze",0.22,92.9,998.8,28.57
Flood,103600.0,Km2,78.9,82.5,76.9,80.1,0.0,9.2,4.0,137.5,85.3,95.93,90.14,"Light Rain, Smoke Or Haze",0.73,95.0,1000.8,33.33
Flood,103600.0,Km2,77.6,82.5,76.6,79.5,0.0,4.7,2.0,72.5,84.29,93.12,90.72,"Light Rain, Smoke Or Haze",0.55,97.5,1002.3,12.5
Flood,103600.0,Km2,77.3,86.1,77.3,81.3,0.0,5.8,2.3,45.0,78.27,93.63,88.11,"Rain, Light Rain, Smoke Or Haze",0.35,91.3,1000.7,25.0
Flood,103600.0,Km2,77.3,80.3,76.3,79.0,0.0,5.8,3.6,148.57,87.23,97.06,91.59,"Light Rain, Smoke Or Haze",1.42,95.0,1001.6,25.0
Flood,103600.0,Km2,78.2,87.9,76.3,83.3,0.0,6.9,1.7,185.0,67.6,94.22,80.07,Smoke Or Haze,0.0,80.0,1001.7,0.0
Flood,103600.0,Km2,78.9,87.2,76.8,83.0,0.0,5.8,2.2,40.0,70.41,90.37,81.81,"Light Rain, Smoke Or Haze",0.0,77.1,1002.9,0.0
Flood,103600.0,Km2,80.0,93.8,76.8,87.3,0.0,4.7,2.0,60.0,53.57,88.86,72.23,"Lightning Without Thunder, Light Rain, Smoke Or Haze",0.0,38.8,1002.8,0.0
Flood,103600.0,Km2,77.1,89.9,78.6,85.4,0.0,6.9,1.9,123.33,68.22,95.9,80.69,"Thunderstorm, Smoke Or Haze",1.57,70.0,1005.7,28.57
Flood,103600.0,Km2,81.2,89.3,79.0,84.0,0.0,5.8,2.4,118.0,70.63,91.05,85.09,"Thunderstorm Without Precipitation, Light Rain, Smoke Or Haze",0.24,77.5,1004.3,25.0
Flood,103600.0,Km2,78.9,81.8,76.6,80.6,0.0,11.4,2.9,196.67,82.26,92.01,87.77,"Thunderstorm Without Precipitation, Light Rain, Smoke Or Haze",0.0,72.9,1004.6,0.0
Flood,103600.0,Km2,78.2,89.0,76.9,83.2,0.0,4.7,1.6,250.0,69.52,92.54,82.02,Smoke Or Haze,0.0,76.3,1004.8,0.0
Flood,103600.0,Km2,78.9,91.1,76.8,84.8,0.0,4.7,1.6,260.0,62.15,92.01,77.83,"Lightning Without Thunder, Smoke Or Haze",0.0,70.0,1005.2,0.0
Flood,103600.0,Km2,80.7,86.6,78.9,83.3,0.0,3.4,1.0,180.0,76.93,92.07,86.72,"Light Rain, Smoke Or Haze",0.24,77.1,1005.1,14.29
Flood,103600.0,Km2,77.6,86.3,78.0,82.0,0.0,5.8,1.6,166.67,77.75,98.82,87.99,"Lightning Without Thunder, Thunderstorm, Light Rain, Smoke Or Haze",0.87,82.5,1005.0,37.5
Flood,103600.0,Km2,78.2,85.4,78.0,81.8,0.0,5.8,2.2,90.0,77.75,96.49,88.46,"Thunderstorm, Light Rain, Smoke Or Haze",3.19,88.8,1005.3,37.5
Flood,103600.0,Km2,80.0,80.0,76.7,80.0,0.0,0.0,0.0,,89.88,89.88,89.88,Thunderstorm Without Precipitation,0.0,100.0,1005.7,0.0
Flood,103600.0,Km2,80.0,83.9,77.8,82.3,0.0,4.7,1.3,295.0,81.4,92.62,86.51,"Thunderstorm, Smoke Or Haze",0.55,86.7,1005.1,33.33
Flood,103600.0,Km2,80.0,89.0,78.3,83.4,0.0,5.8,1.3,195.0,69.35,95.38,85.26,Smoke Or Haze,0.63,65.0,1003.8,12.5
Flood,103600.0,Km2,80.0,86.6,77.3,83.2,0.0,5.8,2.1,263.33,73.75,91.5,82.61,"Lightning Without Thunder, Mist, Smoke Or Haze",0.0,75.0,1003.3,0.0
Flood,103600.0,Km2,81.2,87.9,78.8,84.3,0.0,5.8,2.5,120.0,74.8,94.29,83.78,"Mist, Light Drizzle, Smoke Or Haze",0.0,74.3,1002.5,0.0
Flood,103600.0,Km2,78.2,82.1,77.2,80.4,0.0,6.9,1.7,180.0,87.27,94.22,90.2,"Light Rain, Smoke Or Haze",1.3,90.0,1004.0,25.0
Flood,103600.0,Km2,76.4,77.3,76.0,76.8,3.4,6.9,5.1,115.0,96.47,98.23,97.35,Light Rain,0.67,100.0,1003.5,100.0
Flood,103600.0,Km2,74.6,75.5,73.7,75.0,0.0,9.2,5.1,153.33,94.13,97.04,95.87,"Rain, Light Rain",2.01,100.0,1003.2,80.0
Flood,103600.0,Km2,71.3,73.5,70.5,72.3,5.8,11.4,8.1,32.0,91.23,98.18,94.0,Light Rain,3.03,100.0,1004.7,80.0
Flood,103600.0,Km2,71.7,75.5,72.6,74.1,3.4,11.4,7.3,46.25,91.33,97.0,95.08,"Rain, Light Rain, Smoke Or Haze",0.79,100.0,1004.6,50.0
Flood,103600.0,Km2,73.5,77.3,74.7,75.5,0.0,5.8,1.8,43.33,95.87,100.0,97.47,"Rain, Light Rain",0.79,100.0,1003.9,57.14
Flood,103600.0,Km2,74.6,79.4,75.0,77.0,0.0,6.9,2.8,60.0,88.79,96.44,93.39,"Rain, Light Rain, Smoke Or Haze",0.35,95.0,1004.1,50.0
Flood,103600.0,Km2,75.8,83.9,75.7,77.6,0.0,5.8,3.7,80.0,80.46,98.81,93.99,"Light Rain, Smoke Or Haze",0.39,96.3,1004.3,37.5
Flood,103600.0,Km2,74.9,78.2,75.1,76.8,0.0,6.9,4.3,43.33,92.54,97.06,94.53,"Light Rain, Smoke Or Haze",0.4,94.3,1005.3,28.57
Flood,103600.0,Km2,75.5,86.1,76.1,80.9,0.0,4.7,2.6,98.0,72.32,97.04,86.25,"Light Rain, Smoke Or Haze",0.24,78.8,1004.2,12.5
Flood,103600.0,Km2,77.3,88.4,77.3,82.1,0.0,4.7,1.5,133.33,69.7,94.22,85.98,Smoke Or Haze,0.03,80.0,1003.5,14.29
Flood,103600.0,Km2,78.9,88.4,76.7,82.5,0.0,3.4,1.3,173.33,67.25,94.25,83.3,"Thunderstorm Without Precipitation, Smoke Or Haze",0.0,81.4,1003.6,0.0
Flood,103600.0,Km2,79.1,90.8,77.4,84.0,0.0,5.8,3.5,148.0,61.74,95.37,81.46,Smoke Or Haze,0.0,72.9,1004.3,0.0
Flood,103600.0,Km2,74.6,82.7,75.2,79.4,0.0,4.7,2.6,143.33,80.86,94.13,87.35,"Light Rain, Smoke Or Haze",0.92,86.0,1004.8,40.0
Flood,103600.0,Km2,77.3,81.8,76.5,79.6,0.0,5.8,3.3,63.33,82.26,97.06,90.44,"Rain, Light Rain, Smoke Or Haze",0.69,92.0,1005.3,60.0
Flood,103600.0,Km2,76.4,89.7,73.9,84.7,0.0,5.8,1.6,256.67,60.14,94.18,70.84,Smoke Or Haze,0.0,42.9,1005.4,0.0
Flood,103600.0,Km2,78.9,89.9,75.1,83.7,0.0,9.2,3.8,215.0,64.27,90.37,75.79,Smoke Or Haze,0.0,51.7,1005.3,0.0
Flood,103600.0,Km2,75.8,90.8,72.6,84.0,0.0,5.8,1.9,50.0,51.47,83.38,70.07,Smoke Or Haze,0.0,23.3,1004.2,0.0
Flood,103600.0,Km2,75.3,92.6,75.4,84.4,0.0,4.7,1.3,20.0,54.24,87.19,75.53,Smoke Or Haze,0.0,23.3,1004.6,0.0
Flood,103600.0,Km2,73.7,93.5,73.9,84.3,0.0,5.8,2.5,27.5,58.59,90.33,72.22,Smoke Or Haze,0.0,21.4,1005.5,0.0
Flood,103600.0,Km2,79.1,92.9,74.1,84.2,0.0,0.0,0.0,,46.1,88.77,73.58,Smoke Or Haze,0.0,26.0,1005.5,0.0
Flood,103600.0,Km2,74.6,92.6,70.6,83.6,0.0,6.9,1.8,50.0,46.19,87.14,67.03,Smoke Or Haze,0.0,12.9,1006.0,0.0
Flood,103600.0,Km2,74.0,91.1,73.0,82.7,0.0,5.8,1.1,50.0,53.81,89.7,74.25,Smoke Or Haze,0.0,13.8,1005.9,0.0
Flood,103600.0,Km2,76.4,89.9,73.9,83.3,0.0,3.4,0.6,50.0,52.3,92.49,74.67,Smoke Or Haze,0.0,8.3,1007.6,0.0
Flood,103600.0,Km2,77.1,84.8,73.6,80.3,0.0,0.0,0.0,,68.91,87.62,80.54,Smoke Or Haze,0.0,30.0,1008.1,0.0
Flood,103600.0,Km2,80.9,90.8,75.9,86.2,0.0,3.4,0.7,20.0,61.74,86.24,72.25,Smoke Or Haze,0.0,52.0,1005.3,0.0
Flood,103600.0,Km2,76.4,86.1,74.4,80.1,0.0,5.8,1.1,330.0,64.61,94.24,83.44,"Light Rain, Smoke Or Haze",0.02,73.8,1007.3,25.0
Flood,103600.0,Km2,76.4,90.8,74.5,83.0,0.0,4.7,1.4,40.0,58.13,90.33,76.91,"Lightning Without Thunder, Smoke Or Haze",0.0,60.0,1007.9,0.0
Flood,103600.0,Km2,77.1,84.3,76.0,79.3,0.0,4.7,0.8,360.0,80.49,95.9,89.92,"Thunderstorm, Smoke Or Haze",1.26,76.7,1007.8,33.33
Flood,103600.0,Km2,78.2,89.7,75.9,83.5,0.0,5.8,1.0,360.0,61.23,93.11,78.59,Smoke Or Haze,0.0,58.8,1004.7,0.0
Flood,103600.0,Km2,77.1,89.3,77.0,83.4,0.0,6.9,1.5,250.0,69.8,94.76,81.59,"Thunderstorm, Smoke Or Haze",1.02,67.1,1004.8,14.29
Flood,103600.0,Km2,78.9,90.2,76.6,83.7,0.0,0.0,0.0,,66.65,90.39,79.68,Smoke Or Haze,0.0,62.9,1005.1,0.0
Flood,103600.0,Km2,78.9,93.3,77.8,86.2,0.0,3.4,0.8,115.0,61.67,92.58,76.98,Smoke Or Haze,0.0,55.0,1004.8,0.0
Flood,103600.0,Km2,80.7,94.4,77.5,86.7,0.0,3.4,0.7,40.0,58.6,88.84,75.2,Smoke Or Haze,0.0,53.8,1003.0,0.0
Flood,103600.0,Km2,80.3,94.4,78.5,87.2,0.0,0.0,0.0,,59.58,90.43,76.51,Smoke Or Haze,0.0,50.0,1000.9,0.0
Flood,103600.0,Km2,80.0,94.7,78.2,87.3,0.0,5.8,3.2,54.0,56.92,88.81,75.64,Smoke Or Haze,0.0,68.8,1001.0,0.0
Flood,103600.0,Km2,78.9,87.9,73.7,83.1,4.7,9.2,6.7,77.5,60.64,88.86,73.8,"Rain, Light Rain, Smoke Or Haze",0.01,87.5,1004.4,12.5
Flood,103600.0,Km2,76.7,81.8,72.7,79.0,0.0,11.4,4.3,275.0,71.58,87.62,81.34,"Light Rain, Smoke Or Haze",0.0,90.0,1007.8,0.0
Flood,103600.0,Km2,77.1,84.5,74.1,80.2,0.0,5.8,2.3,133.33,70.99,89.77,81.87,"Lightning Without Thunder, Light Drizzle, Smoke Or Haze",0.01,81.7,1008.5,33.33
Flood,21120.0,Km2,75.3,83.6,76.3,78.3,3.4,11.4,7.4,306.0,85.28,100.0,93.66,"Light Drizzle, Light Rain, Smoke Or Haze",2.13,98.8,1008.2,87.5
Flood,21120.0,Km2,74.0,79.1,75.1,75.9,0.0,13.9,7.6,268.33,84.6,100.0,97.57,"Rain Showers, Light Rain, Smoke Or Haze",3.74,98.8,1009.7,75.0
Flood,21120.0,Km2,74.0,83.0,75.0,78.2,0.0,11.4,6.0,297.5,75.26,100.0,90.22,"Light Drizzle, Sky Coverage Increasing, Smoke Or Haze",0.78,92.5,1008.9,37.5
Flood,21120.0,Km2,75.8,84.5,76.0,79.1,0.0,9.2,4.4,276.67,74.04,98.81,91.06,Smoke Or Haze,0.63,88.8,1008.8,37.5
Flood,21120.0,Km2,73.7,76.7,74.6,75.3,0.0,17.2,5.7,255.0,93.61,100.0,97.72,"Light Drizzle, Rain Showers, Light Rain",2.83,100.0,1010.1,75.0
Flood,7950.0,Km2,78.9,79.1,76.0,79.0,3.4,5.8,4.6,153.33,88.77,92.01,90.57,"Light Drizzle, Sky Unchanged",0.45,90.0,,66.67
Flood,7950.0,Km2,76.4,79.4,75.5,78.1,2.2,9.2,4.5,190.0,88.73,94.18,91.6,"Light Drizzle, Rain Showers",1.56,97.5,,50.0
Flood,7950.0,Km2,76.7,83.6,76.5,80.5,2.2,6.9,4.0,162.5,83.36,95.9,87.95,"Light Drizzle, Sky Unchanged",0.18,82.5,,50.0
Flood,7950.0,Km2,77.6,80.7,76.6,79.3,0.0,9.2,4.0,93.33,85.2,95.93,91.59,"Light Drizzle, Rain Showers",0.12,100.0,,25.0
Flood,7950.0,Km2,77.1,79.4,76.6,78.1,0.0,3.4,0.8,140.0,93.13,97.06,95.22,"Rain Showers, Sky Unchanged",2.32,87.5,,50.0
Flood,7950.0,Km2,76.4,84.3,76.8,79.7,0.0,2.2,0.7,50.0,81.94,98.22,91.09,"Light Drizzle, Thunderstorm Without Precipitation",0.66,80.0,,33.33
Flood,7950.0,Km2,77.1,78.9,76.1,77.7,0.0,9.2,3.1,50.0,92.01,96.48,94.8,"Rain Showers, Sky Unchanged",1.06,100.0,,66.67
Flood,7950.0,Km2,73.7,77.3,74.3,75.4,0.0,0.0,0.0,,95.33,97.04,96.32,"Thunderstorm, Sky Unchanged",4.16,95.0,,50.0
Flood,7950.0,Km2,77.3,80.0,74.8,78.7,0.0,8.1,4.3,360.0,83.14,92.01,87.95,,1.1,76.7,,33.33
Flood,7950.0,Km2,71.0,82.5,69.6,76.5,0.0,4.7,1.7,185.0,63.01,97.02,80.6,,0.0,32.5,,0.0
Flood,7950.0,Km2,69.2,81.2,69.2,74.7,0.0,0.0,0.0,,67.69,95.18,84.16,,0.0,53.3,,0.0
Flood,7950.0,Km2,71.7,82.7,72.4,78.0,0.0,8.1,2.9,350.0,72.11,94.64,83.5,,0.0,50.0,,0.0
Flood,7950.0,Km2,72.8,82.5,72.9,78.6,0.0,11.4,6.9,330.0,75.67,94.09,83.01,,0.0,53.3,,0.0
Flood,7950.0,Km2,72.8,82.5,71.8,78.5,0.0,5.8,3.5,340.0,71.22,94.09,80.57,,0.0,10.0,,0.0
Flood,7950.0,Km2,78.0,83.6,71.6,80.9,0.0,4.7,2.7,320.0,66.71,78.83,73.61,,0.0,16.7,,0.0
Flood,7950.0,Km2,77.1,82.7,70.7,79.6,0.0,9.2,3.8,340.0,65.4,79.96,74.52,,0.0,46.7,,0.0
Flood,7950.0,Km2,62.9,79.1,72.8,72.5,3.4,4.7,4.3,326.67,85.95,86.14,86.08,Sky Unchanged,0.2,63.3,,33.33
Flood,,Km2,71.7,78.9,74.4,75.6,1.1,11.4,3.7,272.08,88.68,100.0,96.04,"Thunderstorm, Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",4.78,93.3,1009.7,12.5
Flood,,Km2,73.5,86.1,75.9,77.6,1.1,12.8,4.2,157.92,79.2,100.0,95.01,"Rain, Thunderstorm, Rain Showers, Heavy Rain, Light Rain",5.37,92.9,1008.8,16.67
Flood,,Km2,76.4,84.3,77.2,78.9,2.2,11.4,4.9,179.58,83.9,100.0,94.92,"Rain, Rain Showers, Light Rain",0.7,91.7,1007.9,16.67
Flood,,Km2,76.4,82.5,76.9,78.2,2.2,11.4,5.3,164.17,88.92,100.0,95.87,"Rain, Heavy Rain, Light Rain",2.0,95.8,1007.9,16.67
Flood,,Km2,73.5,80.7,75.8,76.6,0.0,9.2,3.4,277.14,88.84,100.0,97.67,"Rain, Heavy Rain, Light Rain",7.1,94.2,1008.3,16.67
Flood,,Km2,75.3,86.1,77.0,78.9,1.1,9.2,3.8,281.67,79.2,100.0,93.95,"Mist, Precipitation In Vicinity, Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",1.46,92.1,1008.0,8.33
Flood,,Km2,74.6,79.1,75.4,76.6,0.0,5.8,1.9,209.44,88.76,100.0,96.44,"Mist, Rain, Light Rain, Smoke Or Haze",0.14,90.8,1007.3,12.5
Flood,,Km2,73.5,75.8,74.6,75.1,0.0,5.8,1.8,200.0,94.15,100.0,98.1,"Mist, Rain, Thunderstorm, Rain Showers, Heavy Rain, Light Rain",3.95,93.2,1006.7,13.64
Flood,,Km2,75.3,82.5,75.8,77.0,0.0,6.9,2.5,216.19,88.76,100.0,96.29,"Mist, Light Rain",0.63,94.6,1007.9,16.67
Flood,,Km2,74.6,86.1,76.0,78.5,1.1,10.3,4.1,159.17,74.64,100.0,92.2,"Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",2.1,93.3,1009.6,12.5
Flood,,Km2,75.3,86.1,77.1,79.6,1.1,11.4,4.6,203.04,79.2,100.0,92.53,"Rain Showers, Light Rain",1.3,93.5,1009.9,17.39
Flood,,Km2,76.7,86.1,77.7,80.3,1.1,13.9,5.1,194.17,79.18,100.0,92.13,"Precipitation In Vicinity, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.67,91.3,1009.7,8.33
Flood,,Km2,76.4,86.1,76.9,79.7,1.1,13.9,4.9,234.17,78.27,100.0,91.5,"Mist, Precipitation In Vicinity, Rain Showers, Light Rain",0.07,90.4,1009.6,8.33
Flood,,Km2,75.3,87.9,75.8,78.7,2.2,9.2,4.2,196.25,70.48,100.0,91.11,"Mist, Precipitation In Vicinity, Rain, Rain Showers, Light Rain, Smoke Or Haze",0.2,90.0,1010.7,8.33
Flood,,Km2,74.4,82.5,75.2,77.3,0.0,8.1,3.1,170.43,83.68,100.0,93.57,"Mist, Rain, Light Rain, Smoke Or Haze",0.06,92.1,1011.5,8.33
Flood,,Km2,71.7,78.9,74.4,75.6,1.1,11.4,3.7,272.08,88.68,100.0,96.04,"Thunderstorm, Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",4.78,93.3,1009.7,12.5
Flood,,Km2,73.5,86.1,75.9,77.6,1.1,12.8,4.2,157.92,79.2,100.0,95.01,"Rain, Thunderstorm, Rain Showers, Heavy Rain, Light Rain",5.37,92.9,1008.8,16.67
Flood,,Km2,76.4,84.3,77.2,78.9,2.2,11.4,4.9,179.58,83.9,100.0,94.92,"Rain, Rain Showers, Light Rain",0.7,91.7,1007.9,16.67
Flood,,Km2,76.4,82.5,76.9,78.2,2.2,11.4,5.3,164.17,88.92,100.0,95.87,"Rain, Heavy Rain, Light Rain",2.0,95.8,1007.9,16.67
Flood,,Km2,73.5,80.7,75.8,76.6,0.0,9.2,3.4,277.14,88.84,100.0,97.67,"Rain, Heavy Rain, Light Rain",7.1,94.2,1008.3,16.67
Flood,,Km2,75.3,86.1,77.0,78.9,1.1,9.2,3.8,281.67,79.2,100.0,93.95,"Mist, Precipitation In Vicinity, Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",1.46,92.1,1008.0,8.33
Flood,,Km2,74.6,79.1,75.4,76.6,0.0,5.8,1.9,209.44,88.76,100.0,96.44,"Mist, Rain, Light Rain, Smoke Or Haze",0.14,90.8,1007.3,12.5
Flood,,Km2,73.5,75.8,74.6,75.1,0.0,5.8,1.8,200.0,94.15,100.0,98.1,"Mist, Rain, Thunderstorm, Rain Showers, Heavy Rain, Light Rain",3.95,93.2,1006.7,13.64
Flood,,Km2,75.3,82.5,75.8,77.0,0.0,6.9,2.5,216.19,88.76,100.0,96.29,"Mist, Light Rain",0.63,94.6,1007.9,16.67
Flood,,Km2,74.6,86.1,76.0,78.5,1.1,10.3,4.1,159.17,74.64,100.0,92.2,"Rain, Rain Showers, Heavy Rain, Light Rain, Smoke Or Haze",2.1,93.3,1009.6,12.5
Flood,,Km2,75.3,86.1,77.1,79.6,1.1,11.4,4.6,203.04,79.2,100.0,92.53,"Rain Showers, Light Rain",1.3,93.5,1009.9,17.39
Flood,,Km2,76.7,86.1,77.7,80.3,1.1,13.9,5.1,194.17,79.18,100.0,92.13,"Precipitation In Vicinity, Light Rain, Sky Coverage Increasing, Smoke Or Haze",0.67,91.3,1009.7,8.33
Flood,,Km2,76.4,86.1,76.9,79.7,1.1,13.9,4.9,234.17,78.27,100.0,91.5,"Mist, Precipitation In Vicinity, Rain Showers, Light Rain",0.07,90.4,1009.6,8.33
Flood,,Km2,75.3,87.9,75.8,78.7,2.2,9.2,4.2,196.25,70.48,100.0,91.11,"Mist, Precipitation In Vicinity, Rain, Rain Showers, Light Rain, Smoke Or Haze",0.2,90.0,1010.7,8.33
Flood,,Km2,74.4,82.5,75.2,77.3,0.0,8.1,3.1,170.43,83.68,100.0,93.57,"Mist, Rain, Light Rain, Smoke Or Haze",0.06,92.1,1011.5,8.33
Storm,,Kph,67.7,81.2,71.1,73.6,0.0,17.2,7.0,220.0,77.13,100.0,92.49,"Mist, Rain, Rain Showers, Light Rain, Sky Coverage Decreasing, Sky Unchanged, Smoke Or Haze",1.6,87.3,1012.4,22.73
Storm,,Kph,69.9,75.1,71.9,72.2,2.0,24.2,9.2,107.52,95.04,100.0,98.87,"Precipitation In Vicinity, Rain, Thunderstorm, Thunderstorm Without Precipitation, Rain Showers, Light Rain, Sky Unchanged",5.22,97.4,1013.7,28.57
Storm,,Kph,71.7,82.3,74.3,76.6,4.5,16.1,9.4,116.45,78.91,100.0,92.7,"Precipitation In Vicinity, Rain Showers, Sky Coverage Decreasing, Smoke Or Haze",1.07,64.7,1016.1,5.0
